Enrollment_no,Name,Technology,Welcome_test,Presentation,Mini_projects,Hrskills,Project_presentation,Project_submission,Attendance,Discipline,Grade
4868,Karan Mehta,Data Sci,39,137,64,146,182,288,70,100,A++
4869,Vikas Nair,Web Dev,48,129,67,100,204,218,74,64,A++
4870,Aditya Singh,Java,40,135,72,135,189,257,75,63,A++
4871,Aditya Sharma,Robotics,35,114,79,91,250,258,98,80,A++
4872,Ravi Deshmukh,Java,30,115,77,110,194,247,89,92,A++
4873,Divya Iyer,Robotics,31,135,81,118,246,200,95,80,A++
4874,Sneha Iyer,Web Dev,32,138,97,106,239,280,87,77,A++
4875,Divya Roy,ML,50,140,80,133,172,272,90,96,A++
4876,Anjali Mehta,ML,46,125,94,99,191,271,83,91,A++
4877,Aryan Rana,Web Dev,40,94,62,97,198,257,95,90,A++
4878,Divya Rana,IoT,46,147,84,94,190,203,91,64,A++
4879,Anjali Gupta,IoT,41,139,65,116,250,297,73,93,A++
4880,Rahul Roy,IoT,48,100,61,129,222,209,92,77,A++
4881,Aryan Mehta,Web Dev,44,119,76,119,202,272,99,82,A++
4882,Aditya Chawla,Web Dev,40,142,73,110,219,252,92,69,A++
4883,Priya Roy,AI,41,99,98,134,199,264,92,90,A++
4884,Divya Nair,Java,33,120,68,104,177,288,89,90,A++
4885,Divya Verma,Data Sci,40,115,95,129,176,297,79,91,A++
4886,Sana Roy,Java,37,128,91,107,228,250,86,66,A++
4887,Rohit Sharma,Robotics,36,120,79,130,160,229,95,65,A++
4888,Meera Iyer,Data Sci,50,145,74,118,232,223,72,96,A++
4889,Meera Yadav,IoT,44,132,70,135,162,273,78,82,A++
4890,Karan Singh,Robotics,44,124,98,101,250,281,78,71,A++
4891,Divya Mehta,IoT,45,110,60,103,172,212,77,69,A+
4892,Neha Deshmukh,ML,46,142,64,113,207,273,99,60,A++
4893,Divya Patel,Robotics,35,102,65,92,183,226,82,62,A+
4894,Meera Gupta,IoT,48,127,64,116,248,258,85,98,A++
4895,Meera Rana,Data Sci,34,113,98,115,228,225,82,71,A++
4896,Aditya Sharma,AI,43,133,96,104,213,200,87,77,A++
4897,Sana Chawla,IoT,46,113,97,130,232,233,75,82,A++
4898,Karan Joshi,ML,47,94,89,104,231,276,98,77,A++
4899,Divya Deshmukh,Robotics,43,128,73,108,208,256,83,100,A++
4900,Aryan Iyer,Web Dev,50,134,94,149,250,229,80,74,A++
4901,Vikas Chawla,ML,30,134,92,148,192,236,93,83,A++
4902,Sana Sharma,Java,39,116,63,106,170,268,97,68,A++
4903,Karan Kapoor,Data Sci,44,142,96,145,232,219,80,65,A++
4904,Anjali Gupta,Robotics,41,117,67,131,166,224,84,87,A++
4905,Sana Nair,IoT,43,106,63,105,208,247,74,77,A++
4906,Sana Nair,Web Dev,33,119,60,133,202,262,96,97,A++
4907,Priya Roy,IoT,41,150,61,135,183,284,70,92,A++
4908,Nisha Verma,IoT,40,143,95,102,197,295,92,77,A++
4909,Divya Joshi,Robotics,45,134,68,120,180,272,79,98,A++
4910,Neha Yadav,Web Dev,47,126,89,102,162,238,88,79,A++
4911,Vikas Iyer,IoT,33,110,79,103,181,260,75,71,A++
4912,Sneha Gupta,Web Dev,43,96,71,129,211,201,99,76,A++
4913,Aditya Verma,Robotics,34,143,75,113,220,292,90,61,A++
4914,Rahul Chawla,Java,46,127,77,104,216,275,77,78,A++
4915,Anjali Yadav,Web Dev,36,116,100,128,244,250,71,66,A++
4916,Rohit Nair,Java,43,150,60,118,231,261,81,95,A++
4917,Neha Yadav,ML,49,96,82,120,237,210,92,75,A++
4918,Meera Singh,Robotics,37,150,91,121,203,229,71,89,A++
4919,Nisha Kapoor,Robotics,49,97,99,125,177,200,74,95,A++
4920,Divya Rana,Robotics,48,111,66,135,230,201,90,78,A++
4921,Nisha Deshmukh,Robotics,36,92,78,117,207,228,93,96,A++
4922,Sana Yadav,Data Sci,47,126,63,144,249,263,90,90,A++
4923,Priya Roy,Java,44,104,70,90,241,251,99,61,A++
4924,Neha Chawla,AI,44,105,92,108,205,290,74,96,A++
4925,Neha Chawla,Robotics,45,150,70,120,172,269,74,83,A++
4926,Sneha Roy,Data Sci,40,130,90,147,250,300,88,87,A++
4927,Vikas Chawla,ML,33,110,91,145,199,267,100,64,A++
4928,Rahul Mehta,Java,36,145,92,150,189,220,97,100,A++
4929,Vikas Kapoor,Data Sci,35,133,68,104,224,284,94,99,A++
4930,Neha Singh,ML,36,101,84,99,214,297,89,63,A++
4931,Aditya Nair,ML,37,118,61,97,201,266,78,79,A++
4932,Ravi Sharma,ML,45,114,81,128,202,237,88,76,A++
4933,Nisha Nair,Data Sci,49,108,90,124,185,276,81,79,A++
4934,Vikas Nair,Robotics,32,147,91,117,211,293,96,64,A++
4935,Priya Gupta,ML,30,149,91,131,203,276,76,88,A++
4936,Divya Iyer,ML,36,127,82,94,208,287,70,62,A++
4937,Neha Rana,Java,32,90,74,96,178,221,83,77,A+
4938,Ravi Sharma,ML,50,101,84,104,187,277,90,67,A++
4939,Karan Joshi,Web Dev,45,143,95,131,203,217,77,75,A++
4940,Nisha Nair,ML,30,98,83,121,225,295,88,63,A++
4941,Anjali Yadav,Java,32,137,83,147,247,235,100,98,A++
4942,Aryan Roy,Java,34,127,79,96,239,287,89,98,A++
4943,Anjali Patel,Data Sci,45,97,81,97,216,267,85,68,A++
4944,Vikas Joshi,AI,38,96,69,117,210,223,97,67,A++
4945,Nisha Iyer,Data Sci,49,113,75,103,216,216,85,67,A++
4946,Aryan Iyer,Data Sci,41,98,71,116,175,277,79,68,A++
4947,Vikas Roy,IoT,49,130,96,130,248,272,81,72,A++
4948,Sneha Sharma,Web Dev,34,127,75,145,186,257,95,98,A++
4949,Nisha Iyer,AI,36,122,66,139,166,289,78,60,A++
4950,Vikas Kapoor,Data Sci,45,119,62,98,196,221,80,83,A++
4951,Neha Yadav,ML,31,144,66,149,187,263,81,91,A++
4952,Neha Nair,Robotics,43,104,72,111,227,259,70,99,A++
4953,Sana Nair,Data Sci,39,138,100,109,167,278,96,93,A++
4954,Rohit Singh,ML,42,115,72,91,249,249,75,66,A++
4955,Aditya Roy,Robotics,32,93,84,110,164,256,79,94,A++
4956,Neha Mehta,Data Sci,30,120,69,96,239,292,81,61,A++
4957,Ravi Singh,AI,44,123,62,109,232,205,73,94,A++
4958,Meera Rana,AI,38,139,66,98,163,267,82,75,A++
4959,Nisha Rana,Data Sci,40,90,93,118,203,262,90,82,A++
4960,Neha Joshi,Data Sci,48,101,78,123,194,257,84,80,A++
4961,Sneha Chawla,AI,49,105,78,112,200,250,89,79,A++
4962,Nisha Joshi,Java,37,141,96,145,247,281,77,75,A++
4963,Neha Nair,Web Dev,49,98,85,129,194,277,73,95,A++
4964,Ravi Gupta,Java,33,106,65,138,194,233,84,90,A++
4965,Rohit Kapoor,AI,46,140,72,117,179,221,72,100,A++
4966,Sana Mehta,ML,43,150,67,141,216,229,72,82,A++
4967,Sneha Kapoor,AI,33,131,72,111,221,250,89,66,A++
4968,Rohit Mehta,Web Dev,30,116,73,100,238,247,80,63,A++
4969,Sana Patel,Java,50,104,63,131,182,202,75,96,A++
4970,Divya Sharma,AI,46,101,91,105,224,262,99,71,A++
4971,Aditya Patel,Web Dev,38,118,99,112,237,285,99,89,A++
4972,Vikas Gupta,AI,43,115,83,136,165,203,88,97,A++
4973,Karan Deshmukh,Java,43,115,85,93,177,289,82,73,A++
4974,Priya Kapoor,Web Dev,42,133,100,101,224,239,99,65,A++
4975,Rohit Verma,AI,35,111,83,103,185,202,96,76,A+
4976,Karan Verma,Robotics,39,123,83,138,248,244,72,90,A++
4977,Nisha Gupta,Web Dev,42,92,90,97,190,202,100,64,A+
4978,Divya Sharma,IoT,42,122,86,121,198,292,83,89,A++
4979,Aryan Gupta,Data Sci,33,96,96,149,220,248,80,99,A++
4980,Aditya Joshi,Java,41,142,99,149,230,286,89,64,A++
4981,Priya Deshmukh,Web Dev,50,131,82,130,185,226,94,72,A++
4982,Vikas Joshi,IoT,43,97,95,138,205,230,90,75,A++
4983,Aditya Joshi,Java,37,112,68,94,212,246,90,79,A++
4984,Nisha Iyer,ML,31,107,66,100,242,242,89,84,A++
4985,Aditya Roy,Robotics,30,114,100,131,223,266,70,73,A++
4986,Meera Iyer,AI,33,104,80,119,249,256,75,93,A++
4987,Priya Roy,ML,47,120,60,96,185,277,77,64,A++
4988,Divya Roy,Java,43,142,61,148,218,271,75,79,A++
4989,Sana Chawla,Data Sci,46,140,66,130,194,224,75,79,A++
4990,Rahul Kapoor,ML,38,117,82,119,202,205,92,80,A++
4991,Aryan Rana,ML,38,96,71,102,242,215,87,62,A++
4992,Sneha Iyer,AI,50,97,66,116,195,246,72,92,A++
4993,Divya Singh,IoT,45,146,70,119,195,255,90,64,A++
4994,Priya Deshmukh,Robotics,39,92,85,111,196,243,82,80,A++
4995,Ravi Joshi,Java,47,124,79,123,220,293,99,74,A++
4996,Aditya Yadav,Robotics,49,131,88,146,161,250,97,97,A++
4997,Aditya Sharma,AI,50,90,82,92,187,264,71,99,A++
4998,Anjali Sharma,Data Sci,49,93,98,102,244,247,71,78,A++
4999,Nisha Chawla,IoT,46,134,100,148,250,289,97,85,A++
5000,Nisha Nair,ML,37,130,81,93,207,215,77,63,A++
5001,Rohit Rana,Data Sci,48,138,85,139,236,232,77,97,A++
5002,Rahul Yadav,IoT,36,104,70,105,237,230,73,66,A++
5003,Sana Chawla,AI,41,99,87,147,187,203,85,64,A++
5004,Vikas Mehta,ML,47,96,98,95,161,238,79,60,A+
5005,Neha Sharma,IoT,42,93,83,98,178,300,74,92,A++
5006,Anjali Deshmukh,IoT,40,98,86,132,201,200,97,98,A++
5007,Karan Roy,Data Sci,30,106,80,113,229,291,79,69,A++
5008,Rahul Verma,Java,40,127,97,123,160,247,78,87,A++
5009,Rohit Iyer,IoT,43,143,62,127,236,215,95,77,A++
5010,Vikas Verma,Robotics,40,102,74,146,184,219,97,96,A++
5011,Anjali Kapoor,Web Dev,33,95,90,139,192,261,79,84,A++
5012,Nisha Chawla,Robotics,40,123,74,122,193,232,87,73,A++
5013,Divya Kapoor,Data Sci,43,121,73,119,193,234,92,67,A++
5014,Anjali Patel,Web Dev,48,126,73,114,183,283,71,93,A++
5015,Rahul Mehta,Web Dev,43,141,95,97,191,229,99,61,A++
5016,Rahul Sharma,ML,47,95,83,129,182,204,93,80,A++
5017,Nisha Nair,ML,39,141,63,127,198,218,93,63,A++
5018,Rahul Roy,Web Dev,50,102,71,137,169,285,82,79,A++
5019,Karan Deshmukh,Java,39,143,79,91,177,288,93,73,A++
5020,Anjali Roy,ML,34,130,61,134,179,294,93,92,A++
5021,Neha Roy,Robotics,37,128,68,144,172,264,81,85,A++
5022,Nisha Iyer,Robotics,38,104,81,118,232,224,73,72,A++
5023,Nisha Roy,Data Sci,31,132,71,131,188,224,94,62,A++
5024,Meera Gupta,Robotics,35,117,81,90,176,245,83,73,A++
5025,Nisha Singh,AI,48,97,75,139,233,295,85,62,A++
5026,Vikas Nair,Java,48,112,74,145,172,242,81,90,A++
5027,Anjali Verma,Java,30,124,74,127,170,261,71,70,A++
5028,Meera Singh,ML,37,141,93,120,167,266,90,98,A++
5029,Aryan Iyer,Data Sci,45,135,98,110,168,225,71,74,A++
5030,Rahul Kapoor,AI,50,150,75,120,184,263,87,84,A++
5031,Karan Sharma,ML,39,102,89,127,244,201,92,75,A++
5032,Aditya Kapoor,IoT,44,99,82,147,228,219,90,63,A++
5033,Priya Chawla,Java,37,148,63,112,170,258,96,99,A++
5034,Aryan Kapoor,Web Dev,32,111,90,143,184,219,88,62,A++
5035,Meera Roy,AI,32,103,78,115,201,228,97,82,A++
5036,Vikas Rana,Data Sci,33,99,90,141,219,220,88,79,A++
5037,Anjali Mehta,Robotics,47,125,73,121,175,291,90,65,A++
5038,Sneha Iyer,IoT,44,148,91,111,249,299,95,82,A++
5039,Divya Gupta,AI,47,119,100,135,176,202,79,86,A++
5040,Priya Verma,Robotics,48,91,64,111,227,262,72,66,A++
5041,Aryan Verma,IoT,49,95,73,93,165,229,79,70,A+
5042,Anjali Nair,Robotics,34,90,79,135,163,269,96,94,A++
5043,Rahul Gupta,ML,36,124,98,142,202,268,77,62,A++
5044,Sneha Roy,IoT,36,91,91,90,233,234,76,63,A++
5045,Priya Verma,Data Sci,38,105,92,137,190,241,70,71,A++
5046,Ravi Mehta,ML,32,93,93,109,163,200,72,67,A+
5047,Vikas Kapoor,ML,49,136,74,139,241,288,89,100,A++
5048,Aryan Patel,IoT,40,104,69,108,172,232,80,78,A+
5049,Vikas Kapoor,Robotics,40,109,86,120,248,289,77,62,A++
5050,Neha Iyer,IoT,43,122,89,111,168,235,76,95,A++
5051,Nisha Chawla,Web Dev,48,91,78,145,169,262,77,91,A++
5052,Karan Yadav,Java,50,92,86,104,203,270,83,64,A++
5053,Aryan Gupta,Data Sci,44,137,98,139,223,214,94,78,A++
5054,Anjali Singh,Web Dev,35,123,82,93,236,229,82,86,A++
5055,Karan Singh,Java,36,100,80,118,230,276,85,69,A++
5056,Meera Deshmukh,Data Sci,30,142,67,91,244,271,98,69,A++
5057,Vikas Patel,AI,45,103,88,131,202,274,75,80,A++
5058,Ravi Patel,Data Sci,38,115,91,106,166,268,76,60,A++
5059,Sneha Roy,Java,41,143,99,105,236,217,91,95,A++
5060,Aditya Mehta,Web Dev,46,134,80,144,170,267,78,77,A++
5061,Aditya Sharma,Data Sci,32,108,79,126,215,269,74,81,A++
5062,Aryan Verma,Web Dev,33,119,78,150,229,297,99,88,A++
5063,Karan Kapoor,IoT,45,118,95,97,235,297,79,64,A++
5064,Rohit Gupta,Java,36,140,77,96,175,203,92,84,A++
5065,Sana Joshi,Java,49,95,64,137,194,288,78,60,A++
5066,Rahul Joshi,Web Dev,38,106,61,115,187,221,98,62,A+
5067,Aryan Yadav,Web Dev,42,102,86,109,194,249,94,93,A++
5068,Anjali Verma,IoT,33,134,90,136,241,233,98,99,A++
5069,Divya Singh,Java,32,121,63,101,170,254,81,74,A+
5070,Ravi Roy,Java,46,102,76,139,176,280,92,71,A++
5071,Meera Yadav,AI,36,126,94,106,195,206,88,72,A++
5072,Meera Yadav,Java,43,137,66,139,242,247,78,60,A++
5073,Priya Yadav,IoT,35,145,84,95,232,282,77,75,A++
5074,Rahul Deshmukh,AI,40,119,99,139,241,228,97,100,A++
5075,Rahul Singh,AI,36,117,65,124,160,267,92,100,A++
5076,Rahul Chawla,Java,30,137,75,97,177,216,95,95,A++
5077,Priya Mehta,IoT,31,140,70,133,206,293,95,78,A++
5078,Ravi Roy,IoT,49,102,74,122,204,203,83,95,A++
5079,Anjali Sharma,AI,46,95,87,150,213,207,78,63,A++
5080,Vikas Sharma,Java,50,145,89,96,191,259,86,96,A++
5081,Vikas Yadav,IoT,47,136,62,130,224,217,72,60,A++
5082,Divya Kapoor,AI,32,140,67,149,203,224,95,100,A++
5083,Divya Joshi,Java,31,118,95,106,215,269,90,61,A++
5084,Meera Rana,Web Dev,32,133,74,129,250,274,70,79,A++
5085,Vikas Nair,ML,45,122,79,95,247,205,93,86,A++
5086,Rohit Sharma,Robotics,42,124,68,129,162,212,85,84,A++
5087,Rahul Singh,Web Dev,35,149,97,144,203,280,75,67,A++
5088,Priya Kapoor,ML,43,101,61,145,237,284,78,71,A++
5089,Vikas Iyer,AI,36,109,99,90,196,201,71,95,A+
5090,Meera Yadav,Web Dev,49,95,78,114,215,300,82,72,A++
5091,Priya Patel,IoT,44,116,72,145,238,223,80,92,A++
5092,Aryan Patel,IoT,38,136,98,112,218,299,92,60,A++
5093,Sana Nair,Robotics,41,125,77,139,214,259,100,98,A++
5094,Ravi Chawla,ML,37,102,90,145,171,207,83,97,A++
5095,Neha Patel,Java,32,123,96,100,190,284,75,97,A++
5096,Ravi Patel,Java,30,101,80,121,225,277,75,98,A++
5097,Sneha Deshmukh,Web Dev,33,93,86,134,182,253,78,78,A++
5098,Divya Joshi,Robotics,33,134,100,118,201,294,99,69,A++
5099,Aryan Mehta,Data Sci,35,105,100,112,183,228,75,83,A++
5100,Nisha Singh,ML,33,144,73,119,212,265,79,64,A++
5101,Vikas Roy,Web Dev,34,112,98,108,191,296,79,62,A++
5102,Neha Joshi,IoT,31,116,87,134,250,240,70,81,A++
5103,Ravi Sharma,IoT,45,105,64,105,197,221,88,81,A++
5104,Meera Joshi,Java,44,106,70,119,198,236,78,94,A++
5105,Meera Mehta,Robotics,38,120,86,133,204,279,89,81,A++
5106,Rahul Deshmukh,AI,31,130,78,101,221,259,74,98,A++
5107,Neha Chawla,IoT,36,129,86,103,184,253,87,94,A++
5108,Anjali Sharma,ML,47,144,87,104,236,227,78,88,A++
5109,Rohit Chawla,Data Sci,37,91,83,90,225,277,87,89,A++
5110,Aditya Yadav,Robotics,34,133,97,137,167,207,77,69,A++
5111,Aditya Joshi,Java,40,106,84,136,201,262,85,63,A++
5112,Rahul Verma,Java,35,109,74,112,229,237,78,65,A++
5113,Priya Patel,IoT,43,132,64,108,241,268,71,65,A++
5114,Neha Rana,Web Dev,45,107,90,94,177,255,90,76,A++
5115,Aryan Patel,ML,38,124,73,105,202,203,72,97,A++
5116,Rahul Chawla,IoT,40,112,81,99,204,245,76,68,A++
5117,Karan Deshmukh,AI,48,135,88,113,216,214,87,76,A++
5118,Neha Joshi,Web Dev,35,111,60,100,235,262,93,84,A++
5119,Vikas Yadav,AI,36,140,71,107,172,217,98,78,A++
5120,Sneha Yadav,AI,46,99,61,145,207,294,88,84,A++
5121,Vikas Verma,Robotics,32,94,64,119,177,243,93,68,A+
5122,Vikas Yadav,Java,38,94,60,140,239,239,74,63,A++
5123,Meera Iyer,IoT,49,91,88,148,232,267,91,76,A++
5124,Rohit Gupta,Robotics,32,148,61,111,204,284,82,82,A++
5125,Priya Rana,ML,31,148,77,111,212,243,90,73,A++
5126,Sana Deshmukh,Robotics,46,125,86,90,174,211,78,83,A+
5127,Aditya Gupta,ML,49,143,100,122,220,270,96,69,A++
5128,Ravi Kapoor,Data Sci,50,128,85,150,176,220,94,85,A++
5129,Priya Roy,Data Sci,43,127,80,100,241,202,76,72,A++
5130,Neha Sharma,Web Dev,48,100,64,122,216,205,82,100,A++
5131,Rahul Kapoor,Web Dev,33,147,79,145,242,280,70,92,A++
5132,Karan Mehta,Data Sci,41,131,61,147,187,208,89,94,A++
5133,Sneha Gupta,Data Sci,30,107,76,114,247,289,73,100,A++
5134,Aditya Iyer,Robotics,42,113,81,115,201,216,71,89,A++
5135,Nisha Patel,Robotics,40,128,99,131,202,211,88,67,A++
5136,Rohit Sharma,ML,33,132,95,132,238,298,72,100,A++
5137,Sana Verma,Web Dev,43,135,100,121,177,242,70,89,A++
5138,Rahul Yadav,ML,31,115,75,94,179,285,82,92,A++
5139,Aryan Rana,Data Sci,48,139,77,143,248,247,99,81,A++
5140,Sneha Gupta,ML,30,123,86,121,220,241,74,67,A++
5141,Priya Deshmukh,IoT,44,134,95,142,220,265,72,84,A++
5142,Aryan Mehta,Java,43,145,82,132,164,247,99,71,A++
5143,Rahul Joshi,Web Dev,34,104,100,100,228,263,74,60,A++
5144,Nisha Singh,IoT,39,126,70,116,184,201,87,87,A++
5145,Sana Deshmukh,AI,36,118,88,102,241,209,93,70,A++
5146,Meera Sharma,IoT,40,127,77,139,233,260,81,96,A++
5147,Nisha Chawla,AI,33,135,92,99,219,226,80,83,A++
5148,Vikas Patel,IoT,34,117,93,121,215,266,99,93,A++
5149,Nisha Roy,Robotics,49,126,97,135,235,283,98,63,A++
5150,Rohit Yadav,IoT,49,140,95,124,213,284,91,74,A++
5151,Meera Verma,IoT,50,142,62,135,204,210,98,96,A++
5152,Ravi Verma,Java,35,132,79,90,182,290,88,60,A++
5153,Priya Deshmukh,AI,42,128,69,91,214,262,98,87,A++
5154,Aryan Kapoor,Data Sci,40,104,82,95,234,264,84,88,A++
5155,Aditya Patel,IoT,42,139,100,116,246,209,99,96,A++
5156,Divya Rana,ML,31,130,85,115,176,258,100,94,A++
5157,Sneha Kapoor,Java,47,98,85,107,202,217,100,60,A++
5158,Meera Roy,Web Dev,37,113,99,137,197,204,88,69,A++
5159,Divya Yadav,Data Sci,50,128,79,127,206,251,76,72,A++
5160,Rahul Gupta,Data Sci,40,116,79,134,168,287,74,80,A++
5161,Meera Rana,AI,41,134,90,126,233,291,90,84,A++
5162,Divya Roy,Java,39,130,75,125,216,245,82,60,A++
5163,Ravi Sharma,Robotics,38,141,91,125,209,284,91,72,A++
5164,Meera Sharma,Java,30,126,75,121,194,243,77,63,A++
5165,Aditya Joshi,IoT,41,123,94,113,219,253,91,97,A++
5166,Priya Gupta,IoT,40,92,96,115,231,299,96,67,A++
5167,Ravi Nair,Web Dev,38,95,85,116,203,230,100,63,A++
5168,Neha Singh,Robotics,31,93,77,114,233,258,72,87,A++
5169,Ravi Chawla,Web Dev,30,122,79,148,239,280,74,77,A++
5170,Sneha Sharma,ML,44,148,97,136,196,206,77,71,A++
5171,Rahul Verma,ML,43,105,85,110,215,204,85,78,A++
5172,Meera Roy,IoT,41,109,96,134,241,226,78,72,A++
5173,Nisha Rana,Java,48,120,71,110,249,223,96,86,A++
5174,Rahul Mehta,Java,36,107,82,114,238,225,76,83,A++
5175,Divya Joshi,ML,38,127,97,95,162,248,83,67,A++
5176,Nisha Verma,IoT,33,135,93,149,196,277,79,77,A++
5177,Ravi Mehta,Java,50,108,65,119,221,237,88,81,A++
5178,Divya Rana,Web Dev,50,127,81,96,225,229,74,73,A++
5179,Aryan Patel,Data Sci,50,98,76,90,204,218,94,94,A++
5180,Vikas Verma,Java,47,133,81,117,247,275,86,82,A++
5181,Anjali Nair,Data Sci,33,101,71,149,161,220,92,81,A++
5182,Divya Singh,ML,33,129,77,122,241,297,100,87,A++
5183,Ravi Roy,AI,45,106,70,116,224,278,78,89,A++
5184,Sneha Joshi,AI,37,103,100,90,223,277,88,82,A++
5185,Priya Joshi,Data Sci,30,114,69,93,232,292,75,85,A++
5186,Sana Kapoor,ML,45,112,87,90,194,237,75,78,A++
5187,Aditya Patel,IoT,37,110,63,127,240,205,77,82,A++
5188,Meera Deshmukh,Web Dev,46,111,88,148,240,289,94,63,A++
5189,Vikas Patel,ML,49,114,86,138,176,207,86,99,A++
5190,Sneha Rana,AI,50,111,78,113,169,293,77,81,A++
5191,Sana Singh,IoT,40,114,88,93,219,227,72,95,A++
5192,Vikas Gupta,Web Dev,34,136,98,127,231,296,77,98,A++
5193,Sneha Verma,AI,49,114,85,135,178,246,94,86,A++
5194,Rahul Patel,Java,32,140,70,134,241,278,96,94,A++
5195,Meera Gupta,IoT,30,97,76,140,193,234,100,86,A++
5196,Rohit Nair,Robotics,46,133,78,94,191,295,80,90,A++
5197,Vikas Mehta,Java,39,117,69,115,250,291,92,83,A++
5198,Meera Rana,Web Dev,38,136,95,102,233,266,72,60,A++
5199,Meera Roy,ML,34,120,98,110,225,296,100,83,A++
5200,Sneha Sharma,AI,34,123,83,129,229,200,90,91,A++
5201,Aryan Kapoor,AI,37,114,86,109,189,216,83,84,A++
5202,Anjali Patel,Data Sci,42,90,64,119,224,232,91,70,A++
5203,Anjali Chawla,Web Dev,36,93,89,112,175,239,76,69,A+
5204,Neha Deshmukh,Web Dev,38,119,83,142,204,261,70,75,A++
5205,Meera Kapoor,IoT,33,126,74,100,185,271,96,90,A++
5206,Sana Patel,IoT,33,113,61,101,243,222,98,80,A++
5207,Ravi Rana,Robotics,39,147,89,118,167,212,71,86,A++
5208,Vikas Mehta,Robotics,39,148,91,125,173,210,95,66,A++
5209,Sneha Nair,ML,31,145,95,137,233,238,97,69,A++
5210,Ravi Verma,Data Sci,46,143,75,117,220,292,99,87,A++
5211,Neha Mehta,Java,34,141,86,112,193,263,70,86,A++
5212,Rahul Chawla,Java,41,143,79,101,207,296,89,100,A++
5213,Aditya Rana,Data Sci,47,109,93,101,179,300,81,83,A++
5214,Neha Roy,Data Sci,46,103,78,94,248,294,78,87,A++
5215,Karan Rana,AI,39,128,61,132,197,248,84,88,A++
5216,Ravi Patel,Web Dev,37,141,67,148,215,260,94,97,A++
5217,Vikas Yadav,Robotics,42,136,72,95,225,214,90,75,A++
5218,Aditya Iyer,Data Sci,46,91,64,102,212,239,76,70,A++
5219,Divya Singh,Java,48,146,91,92,187,295,91,91,A++
5220,Priya Sharma,Java,40,133,95,92,216,207,87,75,A++
5221,Sana Rana,IoT,33,109,90,119,215,204,97,61,A++
5222,Vikas Gupta,Java,39,134,86,110,199,250,75,68,A++
5223,Nisha Deshmukh,Web Dev,33,126,99,93,197,252,95,75,A++
5224,Karan Joshi,ML,39,126,68,140,240,293,94,77,A++
5225,Rohit Chawla,Web Dev,45,116,98,91,174,283,93,93,A++
5226,Divya Nair,Web Dev,43,112,67,116,231,225,81,66,A++
5227,Vikas Kapoor,AI,34,112,71,90,200,271,71,71,A++
5228,Rohit Mehta,Data Sci,32,127,77,127,189,298,99,77,A++
5229,Ravi Singh,IoT,37,131,79,92,247,285,92,67,A++
5230,Rahul Yadav,ML,31,96,83,92,208,292,100,90,A++
5231,Aditya Nair,AI,30,113,94,139,213,232,84,98,A++
5232,Nisha Deshmukh,ML,46,97,84,124,169,213,90,83,A++
5233,Rahul Gupta,Java,50,108,87,149,181,216,92,75,A++
5234,Divya Roy,IoT,50,118,86,95,238,246,87,63,A++
5235,Aryan Deshmukh,Robotics,39,97,85,127,210,238,76,73,A++
5236,Vikas Iyer,ML,40,135,82,137,224,247,77,77,A++
5237,Meera Iyer,AI,42,113,86,107,187,202,75,68,A+
5238,Priya Sharma,Robotics,41,114,65,108,219,216,79,95,A++
5239,Rahul Joshi,Java,43,134,100,129,184,297,83,96,A++
5240,Nisha Joshi,Robotics,35,134,67,118,187,247,72,88,A++
5241,Aditya Patel,ML,34,106,64,99,176,263,92,81,A++
5242,Rahul Gupta,Data Sci,37,150,97,102,212,271,78,75,A++
5243,Karan Rana,Java,39,112,61,150,249,201,95,90,A++
5244,Rohit Deshmukh,Data Sci,45,140,88,124,206,242,90,90,A++
5245,Ravi Mehta,Java,45,147,95,125,197,287,73,78,A++
5246,Divya Rana,Data Sci,36,136,99,109,230,256,100,80,A++
5247,Neha Roy,Data Sci,35,128,90,110,200,238,83,63,A++
5248,Karan Patel,IoT,49,131,66,124,232,222,80,60,A++
5249,Meera Rana,Java,32,131,60,131,235,210,97,69,A++
5250,Rahul Chawla,Data Sci,40,121,67,120,248,251,71,81,A++
5251,Nisha Iyer,Java,33,120,98,123,214,216,97,77,A++
5252,Rohit Kapoor,Web Dev,47,113,64,121,183,234,98,92,A++
5253,Meera Verma,Web Dev,43,106,62,140,204,248,87,61,A++
5254,Divya Deshmukh,IoT,33,118,63,124,190,207,97,73,A++
5255,Neha Gupta,AI,33,101,80,138,249,272,72,85,A++
5256,Neha Joshi,Web Dev,42,137,65,101,174,300,77,93,A++
5257,Sneha Patel,AI,41,99,77,127,214,261,80,84,A++
5258,Rohit Roy,Robotics,37,129,66,99,230,212,79,96,A++
5259,Sana Roy,IoT,46,125,79,105,192,277,96,86,A++
5260,Rahul Yadav,Web Dev,47,133,91,117,234,269,81,98,A++
5261,Rahul Chawla,IoT,36,128,79,127,223,250,88,84,A++
5262,Rohit Kapoor,AI,45,96,67,121,236,227,85,68,A++
5263,Sneha Joshi,ML,31,103,91,146,179,222,74,63,A++
5264,Sana Roy,IoT,32,109,85,90,207,205,90,73,A+
5265,Ravi Chawla,Java,46,100,94,103,183,212,83,95,A++
5266,Sneha Nair,Web Dev,48,129,80,91,160,254,87,65,A++
5267,Vikas Rana,ML,49,118,72,133,206,202,76,65,A++
5268,Priya Rana,ML,41,94,90,91,221,215,82,72,A++
5269,Divya Sharma,Web Dev,30,129,99,140,202,267,89,70,A++
